TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
edu.osu.cs362.CalDay,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,75,0.3,3,27,85,101046,1494542212965,0.9607843137254902,111111111111111001111111111111111111111111111111111,0.8620689655172413,11111111111111110110101011111,1.0,11111,0,0,5,1,0.8727272727272727,11111111111111111111111111111111111111110111111010000000111110101000111111111111111111111111111111111111111111,0.8695652173913043,01111111110111111111110,1.0,11111111111,1.0,11111111111,0.8620689655172413,11111111111111101111001101111
